Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
1,PhD,Cybersecurity,Singapore,Singapore,16583,199002
4,Master,Data Analyst,Lyon,France,9630,115570
2,Bachelor,Cybersecurity,Brisbane,Australia,11607,139290
5,Master,Data Analyst,Munich,Germany,11183,134205
4,PhD,Data Scientist,Osaka,Japan,14244,170928
9,Bachelor,Data Scientist,Osaka,Japan,15889,190674
8,Bachelor,Cloud Engineer,Bangalore,India,8343,100116
6,PhD,Cybersecurity,Singapore,Singapore,20811,249732
6,Master,Data Analyst,Seattle,USA,15501,186021
4,PhD,Software Engineer,Luxembourg,Luxembourg,18537,222446
8,Master,ML Engineer,Amsterdam,Netherlands,18261,219139
12,Master,Software Engineer,Paris,France,13578,162936
0,PhD,Cybersecurity,Dublin,Ireland,14040,168480
0,Master,Software Engineer,Chicago,USA,13310,159720
0,Bachelor,ML Engineer,Luxembourg,Luxembourg,16683,200200
3,PhD,Cybersecurity,Amsterdam,Netherlands,15886,190641
3,PhD,Cybersecurity,Abu Dhabi,UAE,14172,170074
8,Master,Cybersecurity,Frankfurt,Germany,17347,208164
10,PhD,Software Engineer,Edinburgh,UK,13068,156816
8,Bachelor,Data Analyst,London,UK,12991,155900
5,PhD,ML Engineer,Stockholm,Sweden,16295,195546
9,PhD,ML Engineer,Vancouver,Canada,20480,245764
6,PhD,Cybersecurity,Dubai,UAE,18481,221774
12,Bachelor,Software Engineer,Singapore,Singapore,17946,215360
6,PhD,Data Analyst,New York,USA,17086,205041
10,Master,Cloud Engineer,Luxembourg,Luxembourg,23463,281567
5,PhD,Cybersecurity,Kuala Lumpur,Malaysia,6350,76200
8,Master,Cybersecurity,Kuala Lumpur,Malaysia,10612,127344
4,Bachelor,Data Scientist,Hamburg,Germany,9850,118208
0,Bachelor,Data Analyst,Vancouver,Canada,8775,105300
3,PhD,ML Engineer,Hamburg,Germany,14435,173226
7,Master,Cloud Engineer,Osaka,Japan,15559,186712
1,PhD,Software Engineer,Stockholm,Sweden,11341,136092
3,Master,ML Engineer,Rotterdam,Netherlands,13149,157796
9,Master,Cloud Engineer,Dubai,UAE,16264,195170
8,PhD,Cybersecurity,Dublin,Ireland,17610,211324
10,PhD,Cybersecurity,Osaka,Japan,14030,168360
3,Bachelor,Data Analyst,Stockholm,Sweden,9104,109251
9,Bachelor,ML Engineer,Barcelona,Spain,13314,159774
11,PhD,Software Engineer,Stockholm,Sweden,17980,215767
1,Bachelor,Software Engineer,Paris,France,9158,109905
11,Master,Data Scientist,Madrid,Spain,13169,158038
3,PhD,Software Engineer,Birmingham,UK,8471,101658
2,Master,Data Scientist,Luxembourg,Luxembourg,18455,221469
6,PhD,ML Engineer,Seattle,USA,24585,295020
9,Master,Data Analyst,Barcelona,Spain,10644,127739
2,Master,ML Engineer,Rotterdam,Netherlands,12814,153773
8,Master,Software Engineer,Dublin,Ireland,18966,227598
10,Bachelor,Cybersecurity,Rotterdam,Netherlands,17765,213190
3,Master,ML Engineer,Sydney,Australia,17061,204733
8,Master,Cloud Engineer,Seattle,USA,20908,250905
2,PhD,Data Scientist,Luxembourg,Luxembourg,20473,245676
8,Master,Cloud Engineer,Osaka,Japan,14891,178697
6,Bachelor,Data Analyst,Birmingham,UK,8546,102558
8,Bachelor,Cloud Engineer,Frankfurt,Germany,12156,145872
1,Master,Software Engineer,Lyon,France,8379,100556
7,PhD,Data Scientist,Melbourne,Australia,21354,256254
11,Bachelor,Data Scientist,Singapore,Singapore,20042,240505
6,PhD,Cloud Engineer,London,UK,14058,168698
2,PhD,Cybersecurity,Munich,Germany,13910,166920
5,Master,Data Analyst,London,UK,9692,116314
9,PhD,Software Engineer,Toronto,Canada,20061,240732
10,Master,Data Scientist,Abu Dhabi,UAE,16294,195536
8,Master,Software Engineer,Dubai,UAE,15467,185607
7,Master,Cybersecurity,Amsterdam,Netherlands,17575,210901
5,PhD,Data Scientist,Berlin,Germany,13588,163056
1,Bachelor,Cybersecurity,Barcelona,Spain,6816,81801
5,Master,Cybersecurity,Madrid,Spain,9005,108064
12,Master,Data Scientist,Boston,USA,24020,288248
5,Master,Data Analyst,Stockholm,Sweden,10835,130020
8,Bachelor,Cloud Engineer,Rotterdam,Netherlands,16768,201220
10,Bachelor,Cloud Engineer,Madrid,Spain,11933,143200
10,Bachelor,Data Scientist,Stockholm,Sweden,14582,174990
8,Bachelor,Cybersecurity,Sydney,Australia,15790,189488
2,PhD,Cloud Engineer,Hamburg,Germany,12596,151154
8,PhD,ML Engineer,Kuala Lumpur,Malaysia,7486,89841
11,PhD,ML Engineer,Dubai,UAE,18380,220560
2,Bachelor,Software Engineer,Brisbane,Australia,11362,136354
4,PhD,Data Analyst,Geneva,Switzerland,18220,218644
6,Master,ML Engineer,London,UK,12577,150926
1,Bachelor,Software Engineer,Kuala Lumpur,Malaysia,3563,42764
11,Master,ML Engineer,Stockholm,Sweden,15438,185256
7,Bachelor,Cybersecurity,Chennai,India,5382,64586
5,PhD,ML Engineer,Madrid,Spain,11479,137754
11,Master,Software Engineer,Abu Dhabi,UAE,14458,173501
2,Bachelor,Cybersecurity,Lyon,France,8932,107194
10,Bachelor,Cloud Engineer,Luxembourg,Luxembourg,21209,254510
10,PhD,ML Engineer,Stockholm,Sweden,18217,218604
12,PhD,Software Engineer,Singapore,Singapore,23332,279988
5,PhD,Data Analyst,Madrid,Spain,8902,106830
5,Bachelor,Data Scientist,Barcelona,Spain,7975,95710
2,Bachelor,ML Engineer,Luxembourg,Luxembourg,17785,213422
6,PhD,Software Engineer,Luxembourg,Luxembourg,22019,264228
12,Bachelor,Cybersecurity,Vancouver,Canada,16380,196560
5,Bachelor,Software Engineer,Dublin,Ireland,12332,147990
6,PhD,ML Engineer,Tokyo,Japan,18053,216640
12,PhD,Data Scientist,Lyon,France,16218,194616
4,Bachelor,Data Analyst,Zurich,Switzerland,15559,186712
6,PhD,Cloud Engineer,Singapore,Singapore,22419,269030
2,Bachelor,Software Engineer,Singapore,Singapore,13693,164320
3,Master,Data Scientist,Osaka,Japan,12262,147147
1,Master,Cybersecurity,Frankfurt,Germany,11018,132226
1,PhD,Cybersecurity,Luxembourg,Luxembourg,19309,231716
2,Bachelor,Data Analyst,Dublin,Ireland,9829,117950
10,Bachelor,Software Engineer,Amsterdam,Netherlands,14603,175240
2,Master,Cybersecurity,Vancouver,Canada,14637,175645
3,Master,Cybersecurity,Pune,India,4211,50536
12,PhD,Data Scientist,Kuala Lumpur,Malaysia,13065,156787
2,Bachelor,Cloud Engineer,Amsterdam,Netherlands,12169,146037
8,PhD,Cloud Engineer,Toronto,Canada,19622,235468
8,Bachelor,Cloud Engineer,Boston,USA,20949,251392
3,PhD,Data Analyst,Tokyo,Japan,11306,135680
0,Bachelor,Cybersecurity,Birmingham,UK,6500,78000
11,Master,Cybersecurity,Vancouver,Canada,18544,222538
6,Master,Data Scientist,Tokyo,Japan,15561,186733
9,Bachelor,Software Engineer,Luxembourg,Luxembourg,20370,244442
8,Master,Software Engineer,San Francisco,USA,22956,275475
7,Bachelor,Cybersecurity,Zurich,Switzerland,21393,256719
1,PhD,Software Engineer,Luxembourg,Luxembourg,17463,209557
2,Master,Data Scientist,Zurich,Switzerland,21274,255294
12,Master,Cloud Engineer,Paris,France,17990,215888
9,Bachelor,Software Engineer,Munich,Germany,12539,150472
7,Bachelor,Software Engineer,Pune,India,5444,65339
10,PhD,ML Engineer,Kuala Lumpur,Malaysia,12198,146376
4,Master,ML Engineer,Hyderabad,India,5403,64847
5,PhD,Data Scientist,Sydney,Australia,19262,231144
11,Bachelor,Data Analyst,Tokyo,Japan,11376,136513
5,Bachelor,Cybersecurity,Mumbai,India,6537,78450
10,PhD,Data Scientist,Luxembourg,Luxembourg,26589,319068
7,PhD,Data Analyst,Kuala Lumpur,Malaysia,9444,113331
2,PhD,Software Engineer,Toronto,Canada,13766,165199
10,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,7667,92004
1,Master,Software Engineer,Lyon,France,8395,100746
9,PhD,Cybersecurity,Frankfurt,Germany,16306,195674
0,PhD,Software Engineer,Brisbane,Australia,12100,145200
10,Master,Cybersecurity,Montreal,Canada,18090,217085
8,PhD,Cybersecurity,Rotterdam,Netherlands,19384,232617
4,Master,Cloud Engineer,Sydney,Australia,16862,202351
10,PhD,Data Scientist,Lyon,France,15979,191748
4,PhD,Data Analyst,Osaka,Japan,11791,141494
5,Bachelor,ML Engineer,Bangalore,India,6191,74295
5,Master,Data Analyst,Luxembourg,Luxembourg,15771,189255
0,Bachelor,Cybersecurity,Manchester,UK,7150,85800
12,Bachelor,Data Scientist,Abu Dhabi,UAE,14601,175212
3,PhD,Cloud Engineer,Hamburg,Germany,12704,152451
7,Bachelor,Cloud Engineer,Stockholm,Sweden,13193,158318
11,Master,Cloud Engineer,Brisbane,Australia,16913,202965
4,Master,Software Engineer,Berlin,Germany,10144,121730
10,Master,Cybersecurity,Geneva,Switzerland,25493,305921
1,PhD,ML Engineer,Paris,France,12565,150786
5,Master,Data Scientist,Zurich,Switzerland,22460,269522
6,Master,Data Scientist,Geneva,Switzerland,22343,268118
5,PhD,Data Analyst,Amsterdam,Netherlands,11693,140316
5,PhD,Data Analyst,Luxembourg,Luxembourg,18682,224184
0,Bachelor,Cloud Engineer,Singapore,Singapore,13854,166250
0,Bachelor,Data Scientist,Stockholm,Sweden,9600,115200
10,Bachelor,Data Analyst,Madrid,Spain,11760,141120
3,Master,ML Engineer,Kuala Lumpur,Malaysia,5767,69210
10,Master,ML Engineer,Tokyo,Japan,20574,246895
10,Master,Cybersecurity,Frankfurt,Germany,19640,235686
5,Bachelor,Data Analyst,Osaka,Japan,9820,117850
0,Master,Data Scientist,Delhi,India,2420,29040
1,PhD,Data Scientist,New York,USA,20868,250416
11,Bachelor,Software Engineer,Rotterdam,Netherlands,14311,171732
6,Bachelor,Software Engineer,Kuala Lumpur,Malaysia,4784,57408
12,Master,Software Engineer,Bangalore,India,13126,157520
6,Master,Cloud Engineer,Toronto,Canada,14621,175454
0,PhD,Data Analyst,Abu Dhabi,UAE,9180,110160
0,PhD,Software Engineer,Luxembourg,Luxembourg,16940,203280
9,Master,ML Engineer,Brisbane,Australia,18631,223580
0,PhD,Data Analyst,Mumbai,India,2160,25920
1,Master,Cybersecurity,Sydney,Australia,14627,175533
6,Bachelor,Software Engineer,Dublin,Ireland,14304,171648
10,Bachelor,ML Engineer,Brisbane,Australia,19405,232860
4,Master,Cybersecurity,Luxembourg,Luxembourg,19124,229495
2,PhD,Data Analyst,Rotterdam,Netherlands,10325,123902
12,PhD,ML Engineer,Abu Dhabi,UAE,20976,251712
11,Master,Data Analyst,Barcelona,Spain,12256,147076
11,PhD,Cybersecurity,Kuala Lumpur,Malaysia,10172,122073
11,Bachelor,ML Engineer,Melbourne,Australia,17383,208602
6,Bachelor,Software Engineer,Osaka,Japan,11921,143058
11,Master,Cybersecurity,Mumbai,India,11764,141172
2,PhD,Cybersecurity,Birmingham,UK,8777,105328
10,Bachelor,Data Analyst,Singapore,Singapore,12787,153450
10,Bachelor,Software Engineer,Lyon,France,12025,144310
2,PhD,ML Engineer,Stockholm,Sweden,13899,166788
5,PhD,Software Engineer,Kuala Lumpur,Malaysia,6490,77886
4,Bachelor,Data Scientist,Stockholm,Sweden,11205,134468
11,Master,Data Scientist,Tokyo,Japan,19857,238289
11,Master,Cybersecurity,Edinburgh,UK,16746,200956
10,Master,Data Analyst,Perth,Australia,16899,202796
9,Bachelor,Data Scientist,Dubai,UAE,14900,178806
8,PhD,Data Analyst,Singapore,Singapore,14422,173073
6,PhD,Data Scientist,Geneva,Switzerland,22180,266169
4,Master,Cloud Engineer,Luxembourg,Luxembourg,20227,242734
9,PhD,Data Scientist,Paris,France,15087,181044
7,Master,Data Analyst,New York,USA,17262,207153
0,Master,Data Scientist,Zurich,Switzerland,19800,237600
2,PhD,Data Analyst,Singapore,Singapore,12735,152831
4,PhD,Cloud Engineer,Montreal,Canada,14782,177386
9,PhD,Data Scientist,Kuala Lumpur,Malaysia,12693,152323
9,Master,Data Analyst,Luxembourg,Luxembourg,18814,225769
10,Bachelor,Cybersecurity,Sydney,Australia,17185,206230
8,PhD,Data Scientist,Singapore,Singapore,23936,287241
3,Bachelor,Cybersecurity,Munich,Germany,12665,151986
6,Master,Cybersecurity,Toronto,Canada,16973,203676
2,Master,Data Analyst,Frankfurt,Germany,9466,113597
2,PhD,ML Engineer,Dubai,UAE,15834,190008
5,Bachelor,Software Engineer,London,UK,10725,128705
6,Bachelor,Cloud Engineer,Chicago,USA,18247,218964
8,PhD,Data Analyst,Singapore,Singapore,14927,179131
6,Bachelor,ML Engineer,Vancouver,Canada,16473,197676
11,Bachelor,Cloud Engineer,Perth,Australia,16868,202422
7,Bachelor,Data Analyst,Toronto,Canada,11904,142854
12,Master,Software Engineer,Geneva,Switzerland,24385,292630
7,Master,Data Scientist,Melbourne,Australia,15798,189577
6,Bachelor,Data Analyst,London,UK,11235,134826
6,Master,Software Engineer,Frankfurt,Germany,15100,181203
5,PhD,Cybersecurity,Montreal,Canada,15657,187890
9,Master,Data Analyst,Amsterdam,Netherlands,12841,154093
0,PhD,ML Engineer,Hamburg,Germany,11440,137280
2,Bachelor,Cybersecurity,Vancouver,Canada,13035,156422
8,Master,Cloud Engineer,Dubai,UAE,19074,228893
7,PhD,Data Scientist,Tokyo,Japan,16721,200661
11,PhD,Data Scientist,Dublin,Ireland,18449,221398
3,Master,Cybersecurity,Edinburgh,UK,10324,123888
7,Master,Software Engineer,Dubai,UAE,13562,162749
12,PhD,Cybersecurity,Tokyo,Japan,22245,266947
9,Master,Data Analyst,Stockholm,Sweden,12788,153459
4,Bachelor,Software Engineer,Bangalore,India,3513,42164
9,PhD,Cloud Engineer,Perth,Australia,17842,214107
7,PhD,Cloud Engineer,Dublin,Ireland,17759,213115
7,PhD,Data Scientist,Kuala Lumpur,Malaysia,7987,95853
9,Master,ML Engineer,Luxembourg,Luxembourg,25857,310290
11,Master,Software Engineer,Kuala Lumpur,Malaysia,9804,117648
5,PhD,Data Analyst,Montreal,Canada,12264,147174
7,PhD,Software Engineer,Hyderabad,India,5101,61212
5,Master,Data Scientist,Singapore,Singapore,16264,195178
4,PhD,Software Engineer,Dublin,Ireland,16057,192691
2,PhD,Cloud Engineer,Zurich,Switzerland,23679,284157
5,Master,Data Analyst,Dubai,UAE,12821,153862
7,Master,ML Engineer,Paris,France,16309,195710
10,PhD,Software Engineer,Dubai,UAE,19270,231240
3,Bachelor,Data Scientist,Perth,Australia,11850,142209
9,Bachelor,Cybersecurity,Dublin,Ireland,14789,177471
7,Bachelor,Data Scientist,Madrid,Spain,8633,103604
6,PhD,Cloud Engineer,Dublin,Ireland,18316,219794
4,Master,Software Engineer,Abu Dhabi,UAE,13649,163794
5,PhD,Data Analyst,Paris,France,11746,140952
11,PhD,Data Analyst,Chennai,India,7934,95216
6,Master,Cybersecurity,Manchester,UK,11982,143794
5,Master,Cloud Engineer,Amsterdam,Netherlands,16499,197989
9,Master,ML Engineer,Mumbai,India,7711,92541
3,Bachelor,Data Analyst,Luxembourg,Luxembourg,13004,156054
2,PhD,ML Engineer,Osaka,Japan,12460,149524
0,PhD,Cybersecurity,Dublin,Ireland,14040,168480
11,Master,ML Engineer,Munich,Germany,17645,211748
11,Master,Data Scientist,Luxembourg,Luxembourg,24178,290145
7,Bachelor,Data Scientist,Vancouver,Canada,15698,188378
2,Bachelor,Software Engineer,Luxembourg,Luxembourg,15401,184818
9,Master,Data Scientist,Boston,USA,20549,246589
12,Master,Data Scientist,Barcelona,Spain,13623,163482
0,Master,Software Engineer,Luxembourg,Luxembourg,15528,186340
10,PhD,Data Scientist,Singapore,Singapore,19448,233376
8,Master,Data Analyst,Stockholm,Sweden,11693,140324
8,Bachelor,Cybersecurity,Kuala Lumpur,Malaysia,9156,109872
9,Master,Cybersecurity,Dublin,Ireland,15373,184476
7,Master,ML Engineer,Mumbai,India,7468,89621
3,Master,Software Engineer,Stockholm,Sweden,11855,142266
11,Master,Data Analyst,Singapore,Singapore,18390,220689
4,Master,Data Scientist,Tokyo,Japan,13504,162052
7,Master,Cybersecurity,Hyderabad,India,4593,55119
11,PhD,ML Engineer,Tokyo,Japan,19523,234283
0,Master,Cybersecurity,Barcelona,Spain,6600,79200
9,Bachelor,Software Engineer,Geneva,Switzerland,21043,252525
5,PhD,ML Engineer,Luxembourg,Luxembourg,23129,277548
9,Master,Software Engineer,Stockholm,Sweden,15487,185846
8,Master,Software Engineer,Munich,Germany,17567,210812
9,PhD,Software Engineer,Sydney,Australia,17915,214983
1,Bachelor,Cloud Engineer,Madrid,Spain,6480,77768
4,Master,Data Scientist,Osaka,Japan,12156,145882
0,Master,Cybersecurity,Sydney,Australia,14300,171600
12,PhD,Data Analyst,Chennai,India,9942,119304
6,PhD,Cybersecurity,Tokyo,Japan,15567,186804
5,Bachelor,Software Engineer,Zurich,Switzerland,20449,245390
11,PhD,Data Scientist,Kuala Lumpur,Malaysia,14554,174649
1,PhD,Data Analyst,Chicago,USA,12382,148584
7,Master,ML Engineer,San Francisco,USA,24046,288561
0,Bachelor,ML Engineer,Frankfurt,Germany,10400,124800
5,Master,Cybersecurity,Amsterdam,Netherlands,15293,183518
5,Master,Cybersecurity,Kuala Lumpur,Malaysia,7331,87983
6,PhD,Data Analyst,Luxembourg,Luxembourg,16854,202248
2,Bachelor,Data Analyst,Dublin,Ireland,10206,122472
1,PhD,ML Engineer,Stockholm,Sweden,13187,158248
9,PhD,Data Scientist,Luxembourg,Luxembourg,25598,307177
0,Bachelor,Software Engineer,Mumbai,India,2200,26400
11,Bachelor,Data Scientist,Chennai,India,6813,81761
11,Master,Data Analyst,Geneva,Switzerland,21198,254383
1,Master,ML Engineer,Kuala Lumpur,Malaysia,4478,53742
10,Master,Cybersecurity,Amsterdam,Netherlands,15063,180763
4,PhD,Data Analyst,Manchester,UK,10412,124946
1,PhD,Cybersecurity,Stockholm,Sweden,12191,146293
2,PhD,Data Analyst,Rotterdam,Netherlands,10325,123902
0,Master,Data Scientist,Paris,France,10010,120120
8,Bachelor,Cloud Engineer,Tokyo,Japan,16521,198259
1,PhD,Cybersecurity,Boston,USA,18183,218205
0,Master,Cybersecurity,Kuala Lumpur,Malaysia,3630,43560
7,PhD,Cybersecurity,Seattle,USA,24604,295250
1,Bachelor,Cybersecurity,Singapore,Singapore,13824,165894
1,PhD,Data Scientist,Kuala Lumpur,Malaysia,4286,51436
9,Master,Data Scientist,Birmingham,UK,13352,160228
3,Master,Software Engineer,Kuala Lumpur,Malaysia,5768,69220
0,Master,Data Scientist,Geneva,Switzerland,18480,221760
11,PhD,ML Engineer,Zurich,Switzerland,30089,361069
12,PhD,Software Engineer,Perth,Australia,16235,194822
9,Bachelor,Software Engineer,Singapore,Singapore,19654,235859
0,PhD,Software Engineer,Dubai,UAE,12155,145860
2,PhD,Data Analyst,Rotterdam,Netherlands,9972,119668
11,Bachelor,Software Engineer,Geneva,Switzerland,21913,262966
11,PhD,Software Engineer,Rotterdam,Netherlands,17252,207028
1,Master,ML Engineer,Singapore,Singapore,16563,198766
9,Bachelor,Software Engineer,Geneva,Switzerland,18509,222114
5,PhD,Cloud Engineer,Paris,France,14551,174618
2,Bachelor,Cybersecurity,Geneva,Switzerland,18260,219120
8,PhD,Software Engineer,Zurich,Switzerland,23559,282710
2,Bachelor,Software Engineer,Osaka,Japan,9393,112722
8,PhD,Cloud Engineer,Dublin,Ireland,18501,222012
8,Bachelor,Cybersecurity,Munich,Germany,14770,177248
10,Master,Data Analyst,Montreal,Canada,13555,162668
8,Bachelor,Cybersecurity,Barcelona,Spain,10437,125248
7,Master,Data Scientist,Frankfurt,Germany,14117,169408
6,Master,Cybersecurity,Barcelona,Spain,9288,111467
3,Bachelor,Data Analyst,Hamburg,Germany,8593,103125
2,Master,Software Engineer,Frankfurt,Germany,11099,133190
4,Bachelor,Cloud Engineer,Paris,France,12041,144498
0,Master,Data Scientist,Hyderabad,India,2420,29040
9,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,8350,100206
9,Bachelor,ML Engineer,Abu Dhabi,UAE,16051,192621
9,Master,ML Engineer,Lyon,France,12992,155907
6,PhD,Cloud Engineer,Tokyo,Japan,15712,188550
1,Bachelor,Data Scientist,Abu Dhabi,UAE,10713,128558
8,PhD,Cloud Engineer,Abu Dhabi,UAE,15919,191035
4,PhD,Cloud Engineer,Vancouver,Canada,17463,209560
12,PhD,Data Analyst,Kuala Lumpur,Malaysia,10023,120283
9,Bachelor,Cloud Engineer,Toronto,Canada,14542,174510
3,Bachelor,Data Scientist,Montreal,Canada,11108,133302
9,PhD,ML Engineer,Seattle,USA,29142,349707
4,Master,Cloud Engineer,Perth,Australia,14834,178010
3,PhD,Data Scientist,Stockholm,Sweden,12622,151473
3,PhD,Software Engineer,Rotterdam,Netherlands,12677,152125
6,PhD,Cloud Engineer,Stockholm,Sweden,15184,182210
4,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,5694,68328
10,Master,Cybersecurity,Mumbai,India,6225,74701
10,PhD,Cloud Engineer,Singapore,Singapore,21846,262152
2,Master,Software Engineer,Kuala Lumpur,Malaysia,4274,51295
1,PhD,Software Engineer,Luxembourg,Luxembourg,17749,212996
9,PhD,Software Engineer,Stockholm,Sweden,16743,200916
8,PhD,Cloud Engineer,Madrid,Spain,12046,144554
4,Master,ML Engineer,Vancouver,Canada,16663,199962
2,Master,Cloud Engineer,Osaka,Japan,11315,135781
7,Bachelor,Data Scientist,Tokyo,Japan,13176,158118
0,Master,Data Analyst,Stockholm,Sweden,7920,95040
9,PhD,Software Engineer,Geneva,Switzerland,24439,293277
9,PhD,Software Engineer,Osaka,Japan,18072,216864
3,Master,ML Engineer,Dubai,UAE,15155,181864
0,Master,Software Engineer,Tokyo,Japan,9831,117975
0,Bachelor,Software Engineer,Berlin,Germany,8066,96800
5,Master,Software Engineer,Singapore,Singapore,16040,192483
1,Bachelor,Data Scientist,Dublin,Ireland,12484,149814
5,Master,Cybersecurity,Montreal,Canada,12306,147680
1,PhD,Cybersecurity,Madrid,Spain,7062,84746
6,Master,Cloud Engineer,Hyderabad,India,6401,76819
0,Bachelor,Cybersecurity,Chennai,India,2000,24000
5,Master,Data Scientist,Paris,France,11395,136741
12,Bachelor,ML Engineer,Madrid,Spain,11539,138472
7,Bachelor,Cybersecurity,Austin,USA,17862,214351
4,Bachelor,Data Scientist,Frankfurt,Germany,11246,134952
9,PhD,Software Engineer,Kuala Lumpur,Malaysia,7424,89092
3,Master,Data Analyst,Hamburg,Germany,8974,107688
9,Bachelor,ML Engineer,Toronto,Canada,17181,206172
3,PhD,ML Engineer,Hyderabad,India,4753,57046
7,Master,Cloud Engineer,Kuala Lumpur,Malaysia,9764,117169
0,PhD,Software Engineer,Singapore,Singapore,14630,175560
1,Bachelor,ML Engineer,Dubai,UAE,12544,150531
9,Master,Cybersecurity,Barcelona,Spain,12894,154737
8,PhD,ML Engineer,Melbourne,Australia,21805,261667
4,Bachelor,Data Scientist,New York,USA,20032,240388
3,PhD,Data Analyst,San Francisco,USA,18219,218638
10,Master,Software Engineer,Dublin,Ireland,19614,235378
9,PhD,Software Engineer,Kuala Lumpur,Malaysia,9194,110336
10,Bachelor,Cybersecurity,Zurich,Switzerland,24463,293560
5,Master,Data Scientist,Madrid,Spain,9260,111127
8,Master,Cloud Engineer,Barcelona,Spain,12211,146537
4,Bachelor,Cloud Engineer,Austin,USA,16971,203652
0,PhD,Software Engineer,Birmingham,UK,7150,85800
0,Bachelor,ML Engineer,Madrid,Spain,5958,71500
5,Bachelor,Data Scientist,Amsterdam,Netherlands,13372,160465
7,Bachelor,Software Engineer,Stockholm,Sweden,13276,159318
2,PhD,Software Engineer,Luxembourg,Luxembourg,17759,213110
2,Bachelor,Software Engineer,Geneva,Switzerland,16678,200140
11,Bachelor,Cloud Engineer,Luxembourg,Luxembourg,22114,265375
7,Master,Software Engineer,Chennai,India,7335,88025
0,PhD,Data Scientist,Abu Dhabi,UAE,12240,146880
12,Master,Software Engineer,Stockholm,Sweden,20435,245229
4,Master,Software Engineer,Seattle,USA,18078,216946
2,PhD,Data Analyst,Kuala Lumpur,Malaysia,3928,47138
1,Master,Data Analyst,Dublin,Ireland,9929,119152
4,PhD,Software Engineer,Vancouver,Canada,16816,201796
10,PhD,Data Scientist,Montreal,Canada,17102,205224
5,PhD,Data Analyst,Madrid,Spain,8196,98358
8,PhD,Data Analyst,Zurich,Switzerland,23664,283968
11,PhD,Cybersecurity,Dublin,Ireland,24536,294434
10,PhD,Data Analyst,Abu Dhabi,UAE,14828,177936
3,PhD,Data Analyst,Singapore,Singapore,13503,162046
9,PhD,ML Engineer,Brisbane,Australia,19961,239542
9,PhD,Cybersecurity,Tokyo,Japan,17900,214801
6,Master,Software Engineer,New York,USA,22163,265960
12,Master,ML Engineer,Manchester,UK,14140,169683
11,Master,Data Scientist,Kuala Lumpur,Malaysia,11761,141134
5,Master,Cybersecurity,Stockholm,Sweden,13927,167128
10,PhD,Cybersecurity,New York,USA,29894,358728
5,Bachelor,ML Engineer,Dublin,Ireland,15653,187845
9,Master,Cybersecurity,Lyon,France,12054,144655
12,Master,Cybersecurity,Chennai,India,11053,132646
10,Master,Cybersecurity,Abu Dhabi,UAE,19212,230549
11,Master,Software Engineer,Kuala Lumpur,Malaysia,11295,135544
6,Master,Cybersecurity,Bangalore,India,4917,59010
10,Bachelor,Data Scientist,Zurich,Switzerland,24889,298670
10,Bachelor,Data Scientist,Stockholm,Sweden,17883,214600
4,PhD,Cloud Engineer,Frankfurt,Germany,15141,181699
11,PhD,Software Engineer,Osaka,Japan,20274,243289
12,PhD,Cloud Engineer,Zurich,Switzerland,32983,395798
9,Bachelor,Data Scientist,Zurich,Switzerland,25011,300132
4,Master,Cloud Engineer,Barcelona,Spain,8868,106422
10,Bachelor,Data Scientist,Montreal,Canada,18027,216330
1,PhD,Data Scientist,Mumbai,India,3280,39362
2,PhD,ML Engineer,Mumbai,India,4782,57384
3,Bachelor,Cloud Engineer,Singapore,Singapore,16243,194918
7,Master,Data Analyst,Dubai,UAE,14226,170717
9,Bachelor,Data Analyst,Kuala Lumpur,Malaysia,5786,69435
12,Master,Data Analyst,Barcelona,Spain,11701,140421
2,Master,Data Analyst,Pune,India,3306,39677
7,Bachelor,Cloud Engineer,Austin,USA,19576,234916
5,PhD,Data Analyst,Brisbane,Australia,12228,146742
7,Master,Cybersecurity,Luxembourg,Luxembourg,22971,275652
6,PhD,Cybersecurity,Abu Dhabi,UAE,16723,200678
0,PhD,ML Engineer,Dublin,Ireland,15210,182520
10,PhD,Software Engineer,Osaka,Japan,13830,165960
7,Bachelor,Software Engineer,Madrid,Spain,7025,84300
12,Bachelor,ML Engineer,Dubai,UAE,17367,208414
10,Bachelor,ML Engineer,Kuala Lumpur,Malaysia,6851,82220
3,PhD,Cybersecurity,London,UK,12202,146430
6,PhD,Cloud Engineer,Madrid,Spain,12073,144880
8,PhD,Software Engineer,Delhi,India,8371,100454
7,PhD,Data Scientist,Rotterdam,Netherlands,15714,188577
3,Master,Data Analyst,Toronto,Canada,10769,129231
9,Master,ML Engineer,Dublin,Ireland,17799,213592
8,Master,ML Engineer,Frankfurt,Germany,16701,200420
1,Bachelor,Cybersecurity,Dubai,UAE,11412,136947
11,Bachelor,Data Analyst,Luxembourg,Luxembourg,19837,238051
1,Master,Software Engineer,Luxembourg,Luxembourg,16434,197217
9,PhD,Cloud Engineer,Dublin,Ireland,19150,229802
0,PhD,Data Analyst,Toronto,Canada,9720,116640
1,Master,Data Analyst,London,UK,8310,99723
7,Bachelor,Cybersecurity,Abu Dhabi,UAE,15172,182068
